id,tenant_id,student_id,evaluator_id,evaluated_at,age_years,weight_kg,height_cm,wingspan_cm,waist_cm,hip_cm,imc,rce,sit_and_reach_cm,abdominal_reps,horizontal_jump_cm,medicine_ball_m,square_test_s,sprint_20m_s,run_6min_m,classifications,ai_diagnosis,notes,created_at,updated_at,ai_technical,ai_family,ai_goals,demo_data
4f704ea9-67f8-44d7-9933-0ecaf8e07957,07cc7290-5d3f-421b-a514-b21d6a683494,b7aa253e-694d-4acb-99d4-834fad50c6cb,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,11,43.70,149.60,148.60,60.70,,19.53,0.406,29.00,33,162.00,4.00,7.00,4.12,1120.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
c3970de4-0013-4e9e-b874-c7a743374845,07cc7290-5d3f-421b-a514-b21d6a683494,475444c3-b9ad-43aa-bcda-62e58fdef537,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,12,47.60,156.00,156.00,65.50,,19.56,0.420,27.00,28,151.00,3.50,7.35,4.32,1010.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
3d6176a3-06b3-4704-bd7b-81d5bd626a10,07cc7290-5d3f-421b-a514-b21d6a683494,475444c3-b9ad-43aa-bcda-62e58fdef537,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,13,48.80,156.80,156.80,65.10,,19.85,0.415,28.50,31,157.00,3.80,7.20,4.24,1070.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
607791bb-84b0-4f43-b5c4-a36fd71404ba,07cc7290-5d3f-421b-a514-b21d6a683494,475444c3-b9ad-43aa-bcda-62e58fdef537,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,13,50.00,157.60,157.60,64.70,,20.13,0.411,30.00,34,163.00,4.10,7.05,4.16,1130.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
62ad3173-4b1d-47d9-9f5f-47d29ddfc622,07cc7290-5d3f-421b-a514-b21d6a683494,85d8a8ba-c7e1-4309-8381-55f56d81382b,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,13,53.90,155.00,156.00,59.50,,22.43,0.384,24.00,29,144.00,3.60,7.20,4.20,1020.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Razoável"", ""jump"": ""Fraco"", ""run6"": ""Fraco"", ""mball"": ""Fraco"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
9869eae4-e43f-4811-b7d7-877971462427,07cc7290-5d3f-421b-a514-b21d6a683494,85d8a8ba-c7e1-4309-8381-55f56d81382b,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,14,55.10,155.80,156.80,59.10,,22.70,0.379,25.50,32,150.00,3.90,7.05,4.12,1080.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Muito Fraco"", ""run6"": ""Fraco"", ""mball"": ""Fraco"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
36943cb5-bf5a-4e92-87ca-5c3fe68f4f00,07cc7290-5d3f-421b-a514-b21d6a683494,85d8a8ba-c7e1-4309-8381-55f56d81382b,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,14,56.30,156.60,157.60,58.70,,22.96,0.375,27.00,35,156.00,4.20,6.90,4.04,1140.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Fraco"", ""run6"": ""Fraco"", ""mball"": ""Fraco"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
3fa7fd66-dc32-4615-89ed-3aefa9de4c4c,07cc7290-5d3f-421b-a514-b21d6a683494,32f67178-f54a-4c3e-9aed-a649f3923122,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,15,58.20,161.00,163.00,63.50,,22.45,0.394,25.00,30,145.00,3.70,7.25,4.24,1030.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Fraco"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
33e13901-7783-4e19-82f2-73171fb23aff,07cc7290-5d3f-421b-a514-b21d6a683494,32f67178-f54a-4c3e-9aed-a649f3923122,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,15,59.40,161.80,163.80,63.10,,22.69,0.390,26.50,33,151.00,4.00,7.10,4.16,1090.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Fraco"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
319ec57d-6670-42c2-8e0f-1489a1f624c0,07cc7290-5d3f-421b-a514-b21d6a683494,32f67178-f54a-4c3e-9aed-a649f3923122,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,16,60.60,162.60,164.60,62.70,,22.92,0.386,28.00,36,157.00,4.30,6.95,4.08,1150.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Fraco"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
85e7cfd1-5155-47af-bf1f-7443c0af6290,07cc7290-5d3f-421b-a514-b21d6a683494,d90ba5b5-b553-4878-82d7-94085a6810aa,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,15,65.00,169.00,167.00,64.50,,22.76,0.382,26.00,26,146.00,3.30,7.30,4.28,1040.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Muito Fraco"", ""flex"": ""Razoável"", ""jump"": ""Muito Fraco"", ""run6"": ""Muito Fraco"", ""mball"": ""Muito Fraco"", ""sprint"": ""Muito Fraco"", ""square"": ""Muito Fraco""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
3f2da02a-9b9e-43df-af43-705e5dd541d4,82728988-d739-4851-8718-cb574126d861,49e4e9ee-42bf-4de7-a4e3-52d592a98550,,2026-06-19,11,46.00,155.00,153.00,60.00,69.00,19.15,0.387,30.00,30,112.00,4.00,6.00,4.30,1250.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Fraco"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Bom""}",,,2026-06-19 22:51:57.270703+00,2026-06-19 22:51:57.270703+00,,,,f
6fa64198-d8dc-4ed3-b46d-bbb74e8afcf9,07cc7290-5d3f-421b-a514-b21d6a683494,d90ba5b5-b553-4878-82d7-94085a6810aa,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,15,66.20,169.80,167.80,64.10,,22.96,0.378,27.50,29,152.00,3.60,7.15,4.20,1100.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Fraco"", ""flex"": ""Bom"", ""jump"": ""Muito Fraco"", ""run6"": ""Fraco"", ""mball"": ""Muito Fraco"", ""sprint"": ""Muito Fraco"", ""square"": ""Muito Fraco""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
4e810851-22d8-477f-8473-656500f53caa,07cc7290-5d3f-421b-a514-b21d6a683494,d90ba5b5-b553-4878-82d7-94085a6810aa,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,16,67.40,170.60,168.60,63.70,,23.16,0.373,29.00,32,158.00,3.90,7.00,4.12,1160.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Fraco"", ""flex"": ""Razoável"", ""jump"": ""Muito Fraco"", ""run6"": ""Fraco"", ""mball"": ""Muito Fraco"", ""sprint"": ""Muito Fraco"", ""square"": ""Muito Fraco""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
b4324429-1b2e-4b94-93bd-f38a2ed680c4,07cc7290-5d3f-421b-a514-b21d6a683494,d5d65e30-2ff4-4925-8255-994529a2e235,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,17,58.30,173.00,172.00,68.50,,19.48,0.396,27.00,27,147.00,3.40,7.35,4.32,960.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Fraco"", ""flex"": ""Fraco"", ""jump"": ""Razoável"", ""run6"": ""Fraco"", ""mball"": ""Fraco"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
4065b0f3-603b-4097-ba17-44a1f47dd738,07cc7290-5d3f-421b-a514-b21d6a683494,d5d65e30-2ff4-4925-8255-994529a2e235,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,17,59.50,173.80,172.80,68.10,,19.70,0.392,28.50,30,153.00,3.70,7.20,4.24,1020.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Fraco"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Fraco"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
6eb1d81e-bfa0-4bd5-88eb-53ee84530404,07cc7290-5d3f-421b-a514-b21d6a683494,d5d65e30-2ff4-4925-8255-994529a2e235,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,18,60.70,174.60,173.60,67.70,,19.91,0.388,30.00,33,159.00,4.00,7.05,4.16,1080.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Fraco"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
ee7ccafe-4e9d-4ec8-b6b7-ea985736523f,07cc7290-5d3f-421b-a514-b21d6a683494,e56b7332-33cd-4440-a3b9-0918bcb77712,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,10,33.60,141.00,141.00,59.00,,16.90,0.418,24.00,28,148.00,3.50,7.20,4.20,970.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
867e3093-4b1f-4ee6-8e86-99264e170515,07cc7290-5d3f-421b-a514-b21d6a683494,e56b7332-33cd-4440-a3b9-0918bcb77712,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,10,34.80,141.80,141.80,58.60,,17.31,0.413,25.50,31,154.00,3.80,7.05,4.12,1030.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
36932687-6568-4f55-ba8b-df2636fd57f4,07cc7290-5d3f-421b-a514-b21d6a683494,e56b7332-33cd-4440-a3b9-0918bcb77712,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,11,36.00,142.60,142.60,58.20,,17.70,0.408,27.00,34,160.00,4.10,6.90,4.04,1090.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Boa adesão ao programa. Sugere-se ampliar volume de corrida contínua para melhorar VO2.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
c3f57f13-d916-48b9-8866-7fec350e85f9,07cc7290-5d3f-421b-a514-b21d6a683494,e0475c06-de3a-4a28-97f9-b8e4bc818e4c,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,11,36.90,145.00,146.00,61.50,,17.55,0.424,25.00,29,149.00,3.60,7.25,4.24,980.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Fraco"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
c23d5215-cafb-4ff4-8327-32a4d6125969,07cc7290-5d3f-421b-a514-b21d6a683494,e0475c06-de3a-4a28-97f9-b8e4bc818e4c,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,11,38.10,145.80,146.80,61.10,,17.92,0.419,26.50,32,155.00,3.90,7.10,4.16,1040.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Fraco""}",Boa adesão ao programa. Sugere-se ampliar volume de corrida contínua para melhorar VO2.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
e8ee9bc0-6261-4a3e-b847-3da974c3961c,07cc7290-5d3f-421b-a514-b21d6a683494,e0475c06-de3a-4a28-97f9-b8e4bc818e4c,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,11,39.30,146.60,147.60,60.70,,18.29,0.414,28.00,35,161.00,4.20,6.95,4.08,1100.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Atenção ao IMC: orientar família sobre hábitos alimentares e manter monitoramento trimestral.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
8e3d75cf-eb6e-4e1a-a7a3-e146a7748a34,07cc7290-5d3f-421b-a514-b21d6a683494,c602ab92-fcae-4dc6-bbe0-addf37b99e03,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,11,41.20,149.00,151.00,62.50,,18.56,0.419,26.00,30,150.00,3.70,7.30,4.28,990.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Razoável"", ""run6"": ""Fraco"", ""mball"": ""Razoável"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Boa adesão ao programa. Sugere-se ampliar volume de corrida contínua para melhorar VO2.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
9f03a8af-1777-4679-a7ef-1085268c41f1,07cc7290-5d3f-421b-a514-b21d6a683494,c602ab92-fcae-4dc6-bbe0-addf37b99e03,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,11,42.40,149.80,151.80,62.10,,18.89,0.415,27.50,33,156.00,4.00,7.15,4.20,1050.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Atenção ao IMC: orientar família sobre hábitos alimentares e manter monitoramento trimestral.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
aeb311d5-c1c4-4ee1-b428-f91b67d852f7,07cc7290-5d3f-421b-a514-b21d6a683494,c602ab92-fcae-4dc6-bbe0-addf37b99e03,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,11,43.60,150.60,152.60,61.70,,19.22,0.410,29.00,36,162.00,4.30,7.00,4.12,1110.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Evolução excelente em potência de membros superiores (medicine ball). Manter treino com cargas progressivas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
80f9fb61-c660-4876-88a5-6b25a10e6cfd,07cc7290-5d3f-421b-a514-b21d6a683494,cf807cdf-b228-4e6b-be8f-5df355bb6a7e,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,12,42.00,145.00,143.00,58.00,,19.98,0.400,27.00,26,151.00,3.30,7.35,4.32,1000.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Fraco"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Atenção ao IMC: orientar família sobre hábitos alimentares e manter monitoramento trimestral.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
f55b1545-0099-418e-ae43-34bf7201b43a,07cc7290-5d3f-421b-a514-b21d6a683494,cf807cdf-b228-4e6b-be8f-5df355bb6a7e,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,12,43.20,145.80,143.80,57.60,,20.32,0.395,28.50,29,157.00,3.60,7.20,4.24,1060.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Evolução excelente em potência de membros superiores (medicine ball). Manter treino com cargas progressivas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
9c4fff55-3b81-4448-a23f-3793a4bd10a6,07cc7290-5d3f-421b-a514-b21d6a683494,16f99590-19b6-46d4-8106-40f996119bdb,,2026-06-21,11,,,,,,,,45.00,,,,,,,"{""flex"": ""Excelente""}",,,2026-06-21 15:25:47.095414+00,2026-06-21 15:25:47.095414+00,,,,f
978e3994-2f4e-4ced-9f71-253cd473b9ba,07cc7290-5d3f-421b-a514-b21d6a683494,cf807cdf-b228-4e6b-be8f-5df355bb6a7e,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,12,44.40,146.60,144.60,57.20,,20.66,0.390,30.00,32,163.00,3.90,7.05,4.16,1120.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
94848a4a-3288-4618-90bf-24204fa166e6,07cc7290-5d3f-421b-a514-b21d6a683494,13034d46-54bb-4867-b3d3-aebb7ff918a4,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,12,47.30,150.00,149.00,59.00,,21.02,0.393,24.00,27,144.00,3.40,7.20,4.20,1010.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Fraco"", ""run6"": ""Fraco"", ""mball"": ""Fraco"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Evolução excelente em potência de membros superiores (medicine ball). Manter treino com cargas progressivas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
153cd6ab-fee3-4af7-9f09-04ade668ad7d,07cc7290-5d3f-421b-a514-b21d6a683494,13034d46-54bb-4867-b3d3-aebb7ff918a4,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,12,48.50,150.80,149.80,58.60,,21.33,0.389,25.50,30,150.00,3.70,7.05,4.12,1070.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
f786f631-328e-40e5-b9c5-4daadaeaaf78,07cc7290-5d3f-421b-a514-b21d6a683494,13034d46-54bb-4867-b3d3-aebb7ff918a4,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,12,49.70,151.60,150.60,58.20,,21.63,0.384,27.00,33,156.00,4.00,6.90,4.04,1130.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
a18abb2e-8570-45a9-b31b-0297018d9b5e,07cc7290-5d3f-421b-a514-b21d6a683494,89657ae1-d371-4d46-9686-5a6a396870a1,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,13,52.60,157.00,157.00,63.00,,21.34,0.401,25.00,28,145.00,3.50,7.25,4.24,1020.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Fraco"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
fea6d0fe-77c0-436b-a639-9d4404fd46c1,07cc7290-5d3f-421b-a514-b21d6a683494,89657ae1-d371-4d46-9686-5a6a396870a1,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,14,53.80,157.80,157.80,62.60,,21.61,0.397,26.50,31,151.00,3.80,7.10,4.16,1080.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Fraco"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
21595d4f-01f8-4542-81ad-ac1679af18b2,07cc7290-5d3f-421b-a514-b21d6a683494,89657ae1-d371-4d46-9686-5a6a396870a1,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,14,55.00,158.60,158.60,62.20,,21.87,0.392,28.00,34,157.00,4.10,6.95,4.08,1140.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Fraco"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
4d0eeb90-d396-471d-b716-53d28d2d80b6,07cc7290-5d3f-421b-a514-b21d6a683494,fa628dbe-0523-442b-b504-42f20b3e1089,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,13,59.90,164.00,165.00,64.00,,22.27,0.390,26.00,29,146.00,3.60,7.30,4.28,1030.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Fraco"", ""run6"": ""Fraco"", ""mball"": ""Fraco"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
